,Species.False,Family,Batch,Pollinator,Pollen_collect_by_bee,H_sterol,Cholesterol,Desmosterol,X24Methylenecholesterol,Campesterol,Stigmasterol,Episterol,Sitosterol,Isofucosterol,Cycloartenol,Citrostradienol,Sitostanol,Campestanol,Cycloeucalenol,X31Norcycloartenol,X31Norcycloartanol,X2428MethyleneLophenol,X2428MethyleneCycloartanol,Pollinastanol,Schottenol,Lathosterol,X2425Dehydropollinastanol,Obtusifoliol,Epifungisterol,IsoObtusifoliol,X14MethylCholest8enol,Sum,Cholesterol.1,Desmosterol.1,X24Methylenecholesterol.1,Campesterol.1,Stigmasterol.1,Episterol.1,Sitosterol.1,Isofucosterol.1,Cycloartenol.1,Citrostradienol.1,Sitostanol.1,Campestanol.1,Cycloeucalenol.1,X31Norcycloartenol.1,X31Norcycloartanol.1,X2428MethyleneLophenol.1,X2428MethyleneCycloartanol.1,Pollinastanol.1,Schottenol.1,Lathosterol.1,X2425Dehydropollinastanol.1,Obtusifoliol.1,Epifungisterol.1,IsoObtusifoliol.1,X14MethylCholest8enol.1,Sum.1,Cholesterol.2,Desmosterol.2,X24Methylenecholesterol.2,Campesterol.2,Stigmasterol.2,Episterol.2,Sitosterol.2,Isofucosterol.2,Cycloartenol.2,Citrostradienol.2,Sitostanol.2,Campestanol.2,Cycloeucalenol.2,X31Norcycloartenol.2,X31Norcycloartanol.2,X2428MethyleneLophenol.2,X2428MethyleneCycloartanol.2,Pollinastanol.2,Schottenol.2,Lathosterol.2,X2425Dehydropollinastanol.2,Obtusifoliol.2,Epifungisterol.2,IsoObtusifoliol.2,X14MethylCholest8enol.2,Sum.2,Sum_C0,Sum_C1,Sum_C2,Sum_CSums,Sum_D0,Sum_D5,Sum_D7,Sum_D8,Sum_DeltaSums,DGrp
Sambucus_nigra,Sambucus nigra,Adoxaceae,1st,Thrips,No,0.281925123,0.005,0,0,0.168,0.021,0,0.711,0.069,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.013,0,0,0.45,0.057,0,1.841,0.176,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031,0.168,0.801,1,0.026,0.974,0,0,1,Sum_D5
Schlumbergera_truncata,Schlumbergera truncata,Cactaceae,2nd,Bird,No,0.355225547,0,0,0.684,0,0,0.013,0.007,0.043,0.119,0.001,0,0,0.053,0,0,0,0.006,0.053,0,0,0,0.019,0,0,0.001,1,0,0,26.281,0,0,0.491,0.267,1.667,4.574,0.022,0.002,0.005,2.021,0.016,0.011,0.009,0.247,2.022,0.007,0,0.001,0.726,0.015,0.003,0.021,38.422,0,0,152.43,0,0,2.848,1.549,9.67,26.528,0.13,0.013,0.032,11.724,0.091,0.098,0.054,1.434,11.73,0.043,0,0.007,4.21,0.087,0.02,0.123,222.849,0.173,0.775,0.051,0.999,0.231,0.734,0.014,0.02,0.999,Sum_D5
Scilla_madeirensis,Scilla madeirensis,Asparagaceae,2nd,Unkown,Unkown,0.118099016,0.005,0,0,0,0.008,0,0.006,0,0.038,0,0,0,0.001,0.001,0.926,0.001,0,0,0,0,0.011,0.001,0.002,0.001,0,1,0.014,0,0,0,0.021,0,0.015,0,0.104,0,0,0,0.003,0.003,2.54,0.002,0.001,0.001,0,0,0.028,0.003,0.004,0.002,0.001,2.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.981,0.006,0.014,1.001,0.977,0.019,0.004,0.001,1.001,Sum_D0
Silene_dioica,Silene dioica,Caryophyllaceae,1st,Generalist_insect,Unkown,0.338914723,0,0,0,0,0,0,0.003,0,0.301,0.03,0,0,0,0.049,0,0,0,0,0.612,0,0,0.005,0,0,0,1,0.002,0.001,0,0,0,0,0.026,0,3.259,0.327,0,0,0,0.519,0,0,0,0,6.594,0,0,0.053,0,0,0,10.78,0.001,0.001,0,0,0,0,0.019,0,2.526,0.259,0,0,0,0.387,0,0,0,0,5.004,0,0,0.04,0,0,0,8.238,0.35,0.005,0.645,1,0.35,0.003,0.642,0.005,1,Sum_D8
Solanum_dulcamara,Solanum dulcamara,Solanaceae,1st,Bee,Yes,0.45018205,0.027,0,0,0.03,0.023,0,0.336,0.384,0.088,0,0,0,0,0.113,0,0,0,0,0,0,0,0,0,0,0,1,0.041,0,0,0.046,0.035,0,0.515,0.587,0.134,0,0,0,0,0.173,0,0,0,0,0,0,0,0,0,0,0,1.531,0.022,0,0,0.025,0.019,0,0.277,0.31,0.068,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0.812,0.228,0.03,0.743,1.001,0.201,0.8,0,0,1.001,Sum_D5
Sternbergia_sicula,Sternbergia sicula,Amaryllidaceae,3rd,Generalist_insect,Unkown,0.486056479,0.004,0,0.034,0.084,0.007,0.013,0.172,0.447,0.209,0.006,0.002,0.001,0,0.006,0,0.002,0.006,0,0.003,0,0,0.002,0.004,0,0,1,0.015,0,0.13,0.325,0.028,0.052,0.663,1.759,0.768,0.026,0.012,0.004,0.001,0.022,0,0.008,0.019,0.001,0.015,0,0,0.007,0.016,0,0,3.871,0.026,0,0.23,0.571,0.048,0.095,1.168,3.078,1.383,0.046,0.02,0.008,0.002,0.038,0,0.015,0.034,0.001,0.028,0,0,0.012,0.029,0.001,0,6.833,0.219,0.146,0.637,1.002,0.224,0.748,0.028,0.002,1.002,Sum_D5
Strelitzia_reginae,Strelitzia reginae,Strelitziaceae,1st,Bird,No,0.370837496,0.003,0,0.12,0.024,0.02,0.009,0.196,0.6,0.025,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.005,0,0.184,0.037,0.03,0.013,0.301,0.921,0.038,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.536,0.251,0,8.916,1.791,1.451,0.635,14.55,44.521,1.823,0.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.221,0.028,0.153,0.82,1.001,0.025,0.963,0.013,0,1.001,Sum_D5
Symphytum_officinale,Symphytum officinale,Boraginaceae,1st,Bee,Yes,0.219318107,0.006,0.769,0.184,0.013,0.003,0,0.016,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.047,5.528,1.255,0.113,0.037,0,0.149,0.069,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.775,0.197,0.027,0.999,0,0.999,0,0,0.999,Sum_D5
Symphytum_uplandicum,Symphytum uplandicum,Boraginaceae,1st,Bee,Yes,0.179438639,0.003,0.847,0.112,0.006,0,0,0.006,0.007,0,0,0,0,0.009,0,0,0,0,0.011,0,0,0,0,0,0,0,1,0.021,6.745,0.892,0.044,0,0,0.047,0.054,0,0,0,0,0.07,0,0,0,0,0.09,0,0,0,0,0,0,0,7.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.861,0.127,0.013,1.001,0.02,0.981,0,0,1.001,Sum_D5
Tanacetum_vulgare,Tanacetum vulgare,Asteraceae,1st,Generalist_insect,Yes,0.257922966,0.008,0,0,0,0,0,0.066,0.009,0.019,0,0.158,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,1,0.008,0,0,0,0,0,0.065,0.009,0.019,0,0.155,0,0,0,0,0,0,0,0.729,0,0,0,0,0,0,0.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,0,0.973,1,0.177,0.083,0.74,0,1,Sum_D8
Taraxacum_officinale,Taraxacum officinale,Asteraceae,1st,Generalist_insect,Yes,0.341865711,0.003,0,0.003,0.011,0.015,0.005,0.035,0.059,0.17,0.028,0,0,0,0,0.672,0,0,0,0,0,0,0,0,0,0,1,0.041,0,0.03,0.161,0.228,0.089,0.52,0.874,2.946,0.463,0,0,0,0,10.178,0,0,0,0,0,0,0,0,0,0,15.53,0.029,0,0.043,0.099,0.152,0.052,0.349,0.618,1.729,0.304,0,0,0,0,7.116,0,0,0,0,0,0,0,0,0,0,10.492,0.845,0.019,0.137,1.001,0.842,0.126,0.033,0,1.001,Sum_D0
Tilia_tomentosa,Tilia tomentosa,Malvaceae,1st,Bee,Yes,0.331392242,0.005,0,0.012,0.046,0.009,0,0.589,0.292,0.043,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,1,0.022,0,0.052,0.2,0.039,0,2.55,1.262,0.186,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,4.33,0.023,0,0.055,0.211,0.041,0,2.686,1.33,0.196,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,4.561,0.052,0.058,0.89,1,0.047,0.953,0,0,1,Sum_D5
Trifolium_pratense,Trifolium pratense,Fabaceae,1st,Bee,Yes,0.282871816,0.031,0,0.634,0,0,0,0.068,0.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.148,0,3.075,0,0,0,0.33,1.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.851,0.003,0,0.061,0,0,0,0.007,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0.031,0.634,0.336,1.001,0,1.001,0,0,1.001,Sum_D5
Ulex_europaeus,Ulex europaeus,Fabaceae,1st,Bee,Yes,0.388033898,0.001,0,0.019,0.178,0.042,0,0.4,0.357,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0.191,1.381,0.329,0,3.285,3.158,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.393,0.001,0,0.051,0.293,0.068,0,0.727,0.748,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.899,0.005,0.197,0.799,1.001,0.004,0.997,0,0,1.001,Sum_D5
Verbascum_arcturus,Verbascum arcturus,Scrophulariaceae,2nd,Generalist_insect,Unkown,0.45538619,0.003,0.338,0.108,0.009,0.017,0.002,0.018,0.014,0.05,0,0,0,0.001,0.001,0.001,0,0.003,0.007,0,0.005,0,0.421,0.001,0,0,1,0.03,3.705,1.187,0.095,0.188,0.027,0.193,0.149,0.548,0.005,0.001,0.003,0.006,0.011,0.011,0.003,0.036,0.08,0.003,0.051,0,4.61,0.008,0,0.003,10.95,0.022,2.667,0.854,0.069,0.136,0.019,0.139,0.107,0.394,0.003,0.001,0.002,0.004,0.008,0.008,0.002,0.026,0.057,0.002,0.037,0,3.319,0.006,0,0.002,7.884,0.405,0.545,0.049,0.999,0.063,0.512,0.003,0.421,0.999,Sum_D5
Weigela,Weigela,Caprifoliaceae,1st,Bee,Yes,0.367551566,0.008,0,0.068,0.043,0,0.012,0.257,0.576,0.033,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.032,0,0.289,0.183,0,0.05,1.101,2.467,0.141,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.278,0.056,0,0.616,0.392,0,0.109,2.388,5.41,0.314,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.318,0.041,0.123,0.837,1.001,0.033,0.952,0.016,0,1.001,Sum_D5
